"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDP","TOT","MLN_USD","A","1960",25073.26,
"AUS","GDP","TOT","MLN_USD","A","1961",25364.881,
"AUS","GDP","TOT","MLN_USD","A","1962",27955.357,
"AUS","GDP","TOT","MLN_USD","A","1963",30432.979,
"AUS","GDP","TOT","MLN_USD","A","1964",32745.289,
"AUS","GDP","TOT","MLN_USD","A","1965",34542.337,
"AUS","GDP","TOT","MLN_USD","A","1966",38344.554,
"AUS","GDP","TOT","MLN_USD","A","1967",41068.684,
"AUS","GDP","TOT","MLN_USD","A","1968",46560.927,
"AUS","GDP","TOT","MLN_USD","A","1969",52215.402,
"AUS","GDP","TOT","MLN_USD","A","1970",58858.348,
"AUS","GDP","TOT","MLN_USD","A","1971",64135.621,
"AUS","GDP","TOT","MLN_USD","A","1972",69807.498,
"AUS","GDP","TOT","MLN_USD","A","1973",78843.21,
"AUS","GDP","TOT","MLN_USD","A","1974",86323.114,
"AUS","GDP","TOT","MLN_USD","A","1975",96857.536,
"AUS","GDP","TOT","MLN_USD","A","1976",104288.925,
"AUS","GDP","TOT","MLN_USD","A","1977",110276.099,
"AUS","GDP","TOT","MLN_USD","A","1978",123342.206,
"AUS","GDP","TOT","MLN_USD","A","1979",137980.996,
"AUS","GDP","TOT","MLN_USD","A","1980",155037.413,
"AUS","GDP","TOT","MLN_USD","A","1981",178292.325,
"AUS","GDP","TOT","MLN_USD","A","1982",181931.974,
"AUS","GDP","TOT","MLN_USD","A","1983",196533.518,
"AUS","GDP","TOT","MLN_USD","A","1984",211772.911,
"AUS","GDP","TOT","MLN_USD","A","1985",228924.227,
"AUS","GDP","TOT","MLN_USD","A","1986",240015.947,
"AUS","GDP","TOT","MLN_USD","A","1987",260935.759,
"AUS","GDP","TOT","MLN_USD","A","1988",282917.818,
"AUS","GDP","TOT","MLN_USD","A","1989",299621.594,
"AUS","GDP","TOT","MLN_USD","A","1990",304183.457,
"AUS","GDP","TOT","MLN_USD","A","1991",313970.385,
"AUS","GDP","TOT","MLN_USD","A","1992",334473.269,
"AUS","GDP","TOT","MLN_USD","A","1993",355559.8,
"AUS","GDP","TOT","MLN_USD","A","1994",380993.407,
"AUS","GDP","TOT","MLN_USD","A","1995",403410.089,
"AUS","GDP","TOT","MLN_USD","A","1996",424062.042,
"AUS","GDP","TOT","MLN_USD","A","1997",450299.854,
"AUS","GDP","TOT","MLN_USD","A","1998",477686.538,
"AUS","GDP","TOT","MLN_USD","A","1999",510213.964,
"AUS","GDP","TOT","MLN_USD","A","2000",538603.652,
"AUS","GDP","TOT","MLN_USD","A","2001",569787.095,
"AUS","GDP","TOT","MLN_USD","A","2002",600460.974,
"AUS","GDP","TOT","MLN_USD","A","2003",638022.66,
"AUS","GDP","TOT","MLN_USD","A","2004",676954.659,
"AUS","GDP","TOT","MLN_USD","A","2005",719149.954,
"AUS","GDP","TOT","MLN_USD","A","2006",774966.901,
"AUS","GDP","TOT","MLN_USD","A","2007",825988.747,
"AUS","GDP","TOT","MLN_USD","A","2008",852201.51,
"AUS","GDP","TOT","MLN_USD","A","2009",903166.382,
"AUS","GDP","TOT","MLN_USD","A","2010",943179.751,
"AUS","GDP","TOT","MLN_USD","A","2011",992556.359,
"AUS","GDP","TOT","MLN_USD","A","2012",997622.794,
"AUS","GDP","TOT","MLN_USD","A","2013",1104642.029,
"AUS","GDP","TOT","MLN_USD","A","2014",1117534.426,
"AUS","GDP","TOT","MLN_USD","A","2015",1124892.295,
"AUS","GDP","TOT","MLN_USD","A","2016",1213189.412,
"AUS","GDP","TOT","MLN_USD","A","2017",1247296.036,
"AUS","GDP","TOT","MLN_USD","A","2018",1334756.991,
"AUS","GDP","TOT","MLN_USD","A","2019",1385454.334,
"AUS","GDP","TOT","MLN_USD","A","2020",1468274.753,
"AUS","GDP","TOT","USD_CAP","A","1960",2412.764873,
"AUS","GDP","TOT","USD_CAP","A","1961",2383.322879,
"AUS","GDP","TOT","USD_CAP","A","1962",2577.466847,
"AUS","GDP","TOT","USD_CAP","A","1963",2752.750121,
"AUS","GDP","TOT","USD_CAP","A","1964",2902.84077,
"AUS","GDP","TOT","USD_CAP","A","1965",3002.269627,
"AUS","GDP","TOT","USD_CAP","A","1966",3275.956286,
"AUS","GDP","TOT","USD_CAP","A","1967",3447.600076,
"AUS","GDP","TOT","USD_CAP","A","1968",3833.569009,
"AUS","GDP","TOT","USD_CAP","A","1969",4208.470157,
"AUS","GDP","TOT","USD_CAP","A","1970",4647.884995,
"AUS","GDP","TOT","USD_CAP","A","1971",4859.355514,
"AUS","GDP","TOT","USD_CAP","A","1972",5205.906397,
"AUS","GDP","TOT","USD_CAP","A","1973",5791.18689,
"AUS","GDP","TOT","USD_CAP","A","1974",6240.836577,
"AUS","GDP","TOT","USD_CAP","A","1975",6933.807827,
"AUS","GDP","TOT","USD_CAP","A","1976",7391.079675,
"AUS","GDP","TOT","USD_CAP","A","1977",7721.586926,
"AUS","GDP","TOT","USD_CAP","A","1978",8547.13182,
"AUS","GDP","TOT","USD_CAP","A","1979",9449.147412,
"AUS","GDP","TOT","USD_CAP","A","1980",10470.286937,
"AUS","GDP","TOT","USD_CAP","A","1981",11947.245259,
"AUS","GDP","TOT","USD_CAP","A","1982",11981.66345,
"AUS","GDP","TOT","USD_CAP","A","1983",12767.30554,
"AUS","GDP","TOT","USD_CAP","A","1984",13593.136482,
"AUS","GDP","TOT","USD_CAP","A","1985",14499.612185,
"AUS","GDP","TOT","USD_CAP","A","1986",14983.765347,
"AUS","GDP","TOT","USD_CAP","A","1987",16043.861476,
"AUS","GDP","TOT","USD_CAP","A","1988",17113.13789,
"AUS","GDP","TOT","USD_CAP","A","1989",17819.344946,
"AUS","GDP","TOT","USD_CAP","A","1990",17824.885721,
"AUS","GDP","TOT","USD_CAP","A","1991",18165.377494,
"AUS","GDP","TOT","USD_CAP","A","1992",19136.159001,
"AUS","GDP","TOT","USD_CAP","A","1993",20162.394808,
"AUS","GDP","TOT","USD_CAP","A","1994",21397.512383,
"AUS","GDP","TOT","USD_CAP","A","1995",22405.572327,
"AUS","GDP","TOT","USD_CAP","A","1996",23268.405809,
"AUS","GDP","TOT","USD_CAP","A","1997",24442.265328,
"AUS","GDP","TOT","USD_CAP","A","1998",25671.582448,
"AUS","GDP","TOT","USD_CAP","A","1999",27121.296361,
"AUS","GDP","TOT","USD_CAP","A","2000",28304.656736,
"AUS","GDP","TOT","USD_CAP","A","2001",29561.398865,
"AUS","GDP","TOT","USD_CAP","A","2002",30800.452131,
"AUS","GDP","TOT","USD_CAP","A","2003",32352.941829,
"AUS","GDP","TOT","USD_CAP","A","2004",33962.015143,
"AUS","GDP","TOT","USD_CAP","A","2005",35642.418706,
"AUS","GDP","TOT","USD_CAP","A","2006",37893.838998,
"AUS","GDP","TOT","USD_CAP","A","2007",39658.373846,
"AUS","GDP","TOT","USD_CAP","A","2008",40105.110301,
"AUS","GDP","TOT","USD_CAP","A","2009",41636.496066,
"AUS","GDP","TOT","USD_CAP","A","2010",42809.92706,
"AUS","GDP","TOT","USD_CAP","A","2011",44429.559507,
"AUS","GDP","TOT","USD_CAP","A","2012",43883.378891,
"AUS","GDP","TOT","USD_CAP","A","2013",47761.901259,
"AUS","GDP","TOT","USD_CAP","A","2014",47603.880878,
"AUS","GDP","TOT","USD_CAP","A","2015",47232.62912,
"AUS","GDP","TOT","USD_CAP","A","2016",50150.652199,
"AUS","GDP","TOT","USD_CAP","A","2017",50699.175108,
"AUS","GDP","TOT","USD_CAP","A","2018",53427.251316,
"AUS","GDP","TOT","USD_CAP","A","2019",54619.203653,
"AUS","GDP","TOT","USD_CAP","A","2020",57137.316088,
"AUT","GDP","TOT","MLN_USD","A","1970",28577.921,"E"
"AUT","GDP","TOT","MLN_USD","A","1971",31561.883,"E"
"AUT","GDP","TOT","MLN_USD","A","1972",34970.238,"E"
"AUT","GDP","TOT","MLN_USD","A","1973",38689.323,"E"
"AUT","GDP","TOT","MLN_USD","A","1974",43833.971,"E"
"AUT","GDP","TOT","MLN_USD","A","1975",47720.619,"E"
"AUT","GDP","TOT","MLN_USD","A","1976",52651.247,"E"
"AUT","GDP","TOT","MLN_USD","A","1977",58763.524,"E"
"AUT","GDP","TOT","MLN_USD","A","1978",62764.355,"E"
"AUT","GDP","TOT","MLN_USD","A","1979",71612.672,"E"
"AUT","GDP","TOT","MLN_USD","A","1980",79433.469,"E"
"AUT","GDP","TOT","MLN_USD","A","1981",86824.116,"E"
"AUT","GDP","TOT","MLN_USD","A","1982",94042.484,"E"
"AUT","GDP","TOT","MLN_USD","A","1983",100631.405,"E"
"AUT","GDP","TOT","MLN_USD","A","1984",104315.35,"E"
"AUT","GDP","TOT","MLN_USD","A","1985",110303.201,"E"
"AUT","GDP","TOT","MLN_USD","A","1986",115114.232,"E"
"AUT","GDP","TOT","MLN_USD","A","1987",119561.715,"E"
"AUT","GDP","TOT","MLN_USD","A","1988",127858.773,"E"
"AUT","GDP","TOT","MLN_USD","A","1989",138036.086,"E"
"AUT","GDP","TOT","MLN_USD","A","1990",149426.332,"E"
"AUT","GDP","TOT","MLN_USD","A","1991",159796.186,"E"
"AUT","GDP","TOT","MLN_USD","A","1992",166859.41,"E"
"AUT","GDP","TOT","MLN_USD","A","1993",171714.41,"E"
"AUT","GDP","TOT","MLN_USD","A","1994",179594.108,"E"
"AUT","GDP","TOT","MLN_USD","A","1995",188252.033,
"AUT","GDP","TOT","MLN_USD","A","1996",195424.463,
"AUT","GDP","TOT","MLN_USD","A","1997",202601.148,
"AUT","GDP","TOT","MLN_USD","A","1998",212781.09,
"AUT","GDP","TOT","MLN_USD","A","1999",220639.939,
"AUT","GDP","TOT","MLN_USD","A","2000",235347.82,
"AUT","GDP","TOT","MLN_USD","A","2001",238878.519,
"AUT","GDP","TOT","MLN_USD","A","2002",251984.784,
"AUT","GDP","TOT","MLN_USD","A","2003",261057.076,
"AUT","GDP","TOT","MLN_USD","A","2004",275998.472,
"AUT","GDP","TOT","MLN_USD","A","2005",288086.722,
"AUT","GDP","TOT","MLN_USD","A","2006",311414.93,
"AUT","GDP","TOT","MLN_USD","A","2007",327096.286,
"AUT","GDP","TOT","MLN_USD","A","2008",343812.976,
"AUT","GDP","TOT","MLN_USD","A","2009",341392.998,
"AUT","GDP","TOT","MLN_USD","A","2010",351341.77,
"AUT","GDP","TOT","MLN_USD","A","2011",373031.477,
"AUT","GDP","TOT","MLN_USD","A","2012",391635.176,
"AUT","GDP","TOT","MLN_USD","A","2013",406370.245,
"AUT","GDP","TOT","MLN_USD","A","2014",417059.519,
"AUT","GDP","TOT","MLN_USD","A","2015",430975.924,
"AUT","GDP","TOT","MLN_USD","A","2016",460282.647,
"AUT","GDP","TOT","MLN_USD","A","2017",476590.588,
"AUT","GDP","TOT","MLN_USD","A","2018",502993.425,
"AUT","GDP","TOT","MLN_USD","A","2019",516266.295,
"AUT","GDP","TOT","MLN_USD","A","2020",497544.192,
"AUT","GDP","TOT","USD_CAP","A","1970",3827.4696,"E"
"AUT","GDP","TOT","USD_CAP","A","1971",4207.954197,"E"
"AUT","GDP","TOT","USD_CAP","A","1972",4635.794493,"E"
"AUT","GDP","TOT","USD_CAP","A","1973",5100.415556,"E"
"AUT","GDP","TOT","USD_CAP","A","1974",5768.748958,"E"
"AUT","GDP","TOT","USD_CAP","A","1975",6296.822115,"E"
"AUT","GDP","TOT","USD_CAP","A","1976",6959.364576,"E"
"AUT","GDP","TOT","USD_CAP","A","1977",7764.295103,"E"
"AUT","GDP","TOT","USD_CAP","A","1978",8299.632824,"E"
"AUT","GDP","TOT","USD_CAP","A","1979",9485.84459,"E"
"AUT","GDP","TOT","USD_CAP","A","1980",10521.779488,"E"
"AUT","GDP","TOT","USD_CAP","A","1981",11471.454965,"E"
"AUT","GDP","TOT","USD_CAP","A","1982",12416.259069,"E"
"AUT","GDP","TOT","USD_CAP","A","1983",13307.67029,"E"
"AUT","GDP","TOT","USD_CAP","A","1984",13795.709885,"E"
"AUT","GDP","TOT","USD_CAP","A","1985",14580.758004,"E"
"AUT","GDP","TOT","USD_CAP","A","1986",15207.04947,"E"
"AUT","GDP","TOT","USD_CAP","A","1987",15784.587381,"E"
"AUT","GDP","TOT","USD_CAP","A","1988",16856.088262,"E"
"AUT","GDP","TOT","USD_CAP","A","1989",18116.00377,"E"
"AUT","GDP","TOT","USD_CAP","A","1990",19462.00202,"E"
"AUT","GDP","TOT","USD_CAP","A","1991",20605.858411,"E"
"AUT","GDP","TOT","USD_CAP","A","1992",21281.163537,"E"
"AUT","GDP","TOT","USD_CAP","A","1993",21720.516419,"E"
"AUT","GDP","TOT","USD_CAP","A","1994",22629.969517,"E"
"AUT","GDP","TOT","USD_CAP","A","1995",23684.631137,
"AUT","GDP","TOT","USD_CAP","A","1996",24553.847293,
"AUT","GDP","TOT","USD_CAP","A","1997",25426.720108,
"AUT","GDP","TOT","USD_CAP","A","1998",26675.030467,
"AUT","GDP","TOT","USD_CAP","A","1999",27606.484243,
"AUT","GDP","TOT","USD_CAP","A","2000",29376.007114,
"AUT","GDP","TOT","USD_CAP","A","2001",29702.787329,
"AUT","GDP","TOT","USD_CAP","A","2002",31178.051444,
"AUT","GDP","TOT","USD_CAP","A","2003",32156.836376,
"AUT","GDP","TOT","USD_CAP","A","2004",33784.254235,
"AUT","GDP","TOT","USD_CAP","A","2005",35024.557484,
"AUT","GDP","TOT","USD_CAP","A","2006",37665.32274,
"AUT","GDP","TOT","USD_CAP","A","2007",39432.047401,
"AUT","GDP","TOT","USD_CAP","A","2008",41316.022642,
"AUT","GDP","TOT","USD_CAP","A","2009",40927.134687,
"AUT","GDP","TOT","USD_CAP","A","2010",42021.154209,
"AUT","GDP","TOT","USD_CAP","A","2011",44469.209642,
"AUT","GDP","TOT","USD_CAP","A","2012",46477.655075,
"AUT","GDP","TOT","USD_CAP","A","2013",47936.677963,
"AUT","GDP","TOT","USD_CAP","A","2014",48813.534409,
"AUT","GDP","TOT","USD_CAP","A","2015",49942.056293,
"AUT","GDP","TOT","USD_CAP","A","2016",52665.087457,
"AUT","GDP","TOT","USD_CAP","A","2017",54188.360666,
"AUT","GDP","TOT","USD_CAP","A","2018",56914.471695,
"AUT","GDP","TOT","USD_CAP","A","2019",58153.57114,
"AUT","GDP","TOT","USD_CAP","A","2020",55798.232644,
"BEL","GDP","TOT","MLN_USD","A","1970",37289.172,"E"
"BEL","GDP","TOT","MLN_USD","A","1971",40649.836,"E"
"BEL","GDP","TOT","MLN_USD","A","1972",44635.79,"E"
"BEL","GDP","TOT","MLN_USD","A","1973",49964.28,"E"
"BEL","GDP","TOT","MLN_USD","A","1974",56747.551,"E"
"BEL","GDP","TOT","MLN_USD","A","1975",61181.064,"E"
"BEL","GDP","TOT","MLN_USD","A","1976",68196.836,"E"
"BEL","GDP","TOT","MLN_USD","A","1977",72887.694,"E"
"BEL","GDP","TOT","MLN_USD","A","1978",80231.592,"E"
"BEL","GDP","TOT","MLN_USD","A","1979",88922.155,"E"
"BEL","GDP","TOT","MLN_USD","A","1980",101297.641,"E"
"BEL","GDP","TOT","MLN_USD","A","1981",110572.894,"E"
"BEL","GDP","TOT","MLN_USD","A","1982",118102.924,"E"
"BEL","GDP","TOT","MLN_USD","A","1983",123111.483,"E"
"BEL","GDP","TOT","MLN_USD","A","1984",130698.926,"E"
"BEL","GDP","TOT","MLN_USD","A","1985",137059.36,"E"
"BEL","GDP","TOT","MLN_USD","A","1986",142368.179,"E"
"BEL","GDP","TOT","MLN_USD","A","1987",149253.827,"E"
"BEL","GDP","TOT","MLN_USD","A","1988",161816.877,"E"
"BEL","GDP","TOT","MLN_USD","A","1989",173994.436,"E"
"BEL","GDP","TOT","MLN_USD","A","1990",186170.871,"E"
"BEL","GDP","TOT","MLN_USD","A","1991",195994.783,"E"
"BEL","GDP","TOT","MLN_USD","A","1992",203529.702,"E"
"BEL","GDP","TOT","MLN_USD","A","1993",206349.944,"E"
"BEL","GDP","TOT","MLN_USD","A","1994",217557.44,"E"
"BEL","GDP","TOT","MLN_USD","A","1995",227416.409,
"BEL","GDP","TOT","MLN_USD","A","1996",230946.081,
"BEL","GDP","TOT","MLN_USD","A","1997",241624.086,
"BEL","GDP","TOT","MLN_USD","A","1998",248636.249,
"BEL","GDP","TOT","MLN_USD","A","1999",260168.781,
"BEL","GDP","TOT","MLN_USD","A","2000",284826.571,
"BEL","GDP","TOT","MLN_USD","A","2001",296130.583,
"BEL","GDP","TOT","MLN_USD","A","2002",312900.475,
"BEL","GDP","TOT","MLN_USD","A","2003",320963.526,
"BEL","GDP","TOT","MLN_USD","A","2004",334133.78,
"BEL","GDP","TOT","MLN_USD","A","2005",347658.439,
"BEL","GDP","TOT","MLN_USD","A","2006",371912.513,
"BEL","GDP","TOT","MLN_USD","A","2007",390932.181,
"BEL","GDP","TOT","MLN_USD","A","2008",405729.43,
"BEL","GDP","TOT","MLN_USD","A","2009",407562.442,
"BEL","GDP","TOT","MLN_USD","A","2010",434081.06,
"BEL","GDP","TOT","MLN_USD","A","2011",451932.625,
"BEL","GDP","TOT","MLN_USD","A","2012",469720.336,
"BEL","GDP","TOT","MLN_USD","A","2013",487343.796,
"BEL","GDP","TOT","MLN_USD","A","2014",503619.623,
"BEL","GDP","TOT","MLN_USD","A","2015",520877.807,
"BEL","GDP","TOT","MLN_USD","A","2016",550677.566,
"BEL","GDP","TOT","MLN_USD","A","2017",573788.528,
"BEL","GDP","TOT","MLN_USD","A","2018",599569.971,
"BEL","GDP","TOT","MLN_USD","A","2019",624169.677,
"BEL","GDP","TOT","MLN_USD","A","2020",614106.528,"P"
"BEL","GDP","TOT","USD_CAP","A","1970",3874.078284,"E"
"BEL","GDP","TOT","USD_CAP","A","1971",4207.946256,"E"
"BEL","GDP","TOT","USD_CAP","A","1972",4603.427342,"E"
"BEL","GDP","TOT","USD_CAP","A","1973",5137.625399,"E"
"BEL","GDP","TOT","USD_CAP","A","1974",5817.200595,"E"
"BEL","GDP","TOT","USD_CAP","A","1975",6254.392799,"E"
"BEL","GDP","TOT","USD_CAP","A","1976",6960.228896,"E"
"BEL","GDP","TOT","USD_CAP","A","1977",7430.650778,"E"
"BEL","GDP","TOT","USD_CAP","A","1978",8172.679401,"E"
"BEL","GDP","TOT","USD_CAP","A","1979",9051.485878,"E"
"BEL","GDP","TOT","USD_CAP","A","1980",10300.72909,"E"
"BEL","GDP","TOT","USD_CAP","A","1981",11235.921327,"E"
"BEL","GDP","TOT","USD_CAP","A","1982",11991.353912,"E"
"BEL","GDP","TOT","USD_CAP","A","1983",12493.55416,"E"
"BEL","GDP","TOT","USD_CAP","A","1984",13262.194417,"E"
"BEL","GDP","TOT","USD_CAP","A","1985",13904.774282,"E"
"BEL","GDP","TOT","USD_CAP","A","1986",14440.427947,"E"
"BEL","GDP","TOT","USD_CAP","A","1987",15121.968238,"E"
"BEL","GDP","TOT","USD_CAP","A","1988",16338.53763,"E"
"BEL","GDP","TOT","USD_CAP","A","1989",17504.470426,"E"
"BEL","GDP","TOT","USD_CAP","A","1990",18676.853014,"E"
"BEL","GDP","TOT","USD_CAP","A","1991",19587.725699,"E"
"BEL","GDP","TOT","USD_CAP","A","1992",20257.758736,"E"
"BEL","GDP","TOT","USD_CAP","A","1993",20459.046642,"E"
"BEL","GDP","TOT","USD_CAP","A","1994",21506.271256,"E"
"BEL","GDP","TOT","USD_CAP","A","1995",22434.291135,
"BEL","GDP","TOT","USD_CAP","A","1996",22737.627302,
"BEL","GDP","TOT","USD_CAP","A","1997",23732.844169,
"BEL","GDP","TOT","USD_CAP","A","1998",24368.935554,
"BEL","GDP","TOT","USD_CAP","A","1999",25441.891387,
"BEL","GDP","TOT","USD_CAP","A","2000",27785.247413,
"BEL","GDP","TOT","USD_CAP","A","2001",28786.875003,
"BEL","GDP","TOT","USD_CAP","A","2002",30281.667989,
"BEL","GDP","TOT","USD_CAP","A","2003",30933.261931,
"BEL","GDP","TOT","USD_CAP","A","2004",32063.504441,
"BEL","GDP","TOT","USD_CAP","A","2005",33176.680884,
"BEL","GDP","TOT","USD_CAP","A","2006",35259.055109,
"BEL","GDP","TOT","USD_CAP","A","2007",36790.154396,
"BEL","GDP","TOT","USD_CAP","A","2008",37883.233422,
"BEL","GDP","TOT","USD_CAP","A","2009",37751.245094,
"BEL","GDP","TOT","USD_CAP","A","2010",39838.570162,
"BEL","GDP","TOT","USD_CAP","A","2011",40943.343479,
"BEL","GDP","TOT","USD_CAP","A","2012",42290.477674,
"BEL","GDP","TOT","USD_CAP","A","2013",43672.712292,
"BEL","GDP","TOT","USD_CAP","A","2014",44929.933328,
"BEL","GDP","TOT","USD_CAP","A","2015",46201.685891,
"BEL","GDP","TOT","USD_CAP","A","2016",48599.202676,
"BEL","GDP","TOT","USD_CAP","A","2017",50442.947518,
"BEL","GDP","TOT","USD_CAP","A","2018",52469.586991,
"BEL","GDP","TOT","USD_CAP","A","2019",54327.589631,
"BEL","GDP","TOT","USD_CAP","A","2020",53298.605116,"P"
"CAN","GDP","TOT","MLN_USD","A","1961",44376.883,
"CAN","GDP","TOT","MLN_USD","A","1962",48656.247,
"CAN","GDP","TOT","MLN_USD","A","1963",52000.483,
"CAN","GDP","TOT","MLN_USD","A","1964",56477.8,
"CAN","GDP","TOT","MLN_USD","A","1965",61893.966,
"CAN","GDP","TOT","MLN_USD","A","1966",68329.4,
"CAN","GDP","TOT","MLN_USD","A","1967",72469.718,
"CAN","GDP","TOT","MLN_USD","A","1968",80115.42,
"CAN","GDP","TOT","MLN_USD","A","1969",88783.769,
"CAN","GDP","TOT","MLN_USD","A","1970",99531.471,
"CAN","GDP","TOT","MLN_USD","A","1971",108728.861,
"CAN","GDP","TOT","MLN_USD","A","1972",119678.511,
"CAN","GDP","TOT","MLN_USD","A","1973",134865.972,
"CAN","GDP","TOT","MLN_USD","A","1974",151824.296,
"CAN","GDP","TOT","MLN_USD","A","1975",168311.191,
"CAN","GDP","TOT","MLN_USD","A","1976",188012.922,
"CAN","GDP","TOT","MLN_USD","A","1977",206560.673,
"CAN","GDP","TOT","MLN_USD","A","1978",229233.664,
"CAN","GDP","TOT","MLN_USD","A","1979",257465.225,
"CAN","GDP","TOT","MLN_USD","A","1980",286773.326,
"CAN","GDP","TOT","MLN_USD","A","1981",324813.802,
"CAN","GDP","TOT","MLN_USD","A","1982",333889.388,
"CAN","GDP","TOT","MLN_USD","A","1983",355992.913,
"CAN","GDP","TOT","MLN_USD","A","1984",390628.604,
"CAN","GDP","TOT","MLN_USD","A","1985",422072.898,
"CAN","GDP","TOT","MLN_USD","A","1986",439808.702,
"CAN","GDP","TOT","MLN_USD","A","1987",469040.522,
"CAN","GDP","TOT","MLN_USD","A","1988",507000.423,
"CAN","GDP","TOT","MLN_USD","A","1989",539084.222,
"CAN","GDP","TOT","MLN_USD","A","1990",560184.877,
"CAN","GDP","TOT","MLN_USD","A","1991",567047.864,
"CAN","GDP","TOT","MLN_USD","A","1992",585191.62,
"CAN","GDP","TOT","MLN_USD","A","1993",615002.847,
"CAN","GDP","TOT","MLN_USD","A","1994",656367.112,
"CAN","GDP","TOT","MLN_USD","A","1995",688183.628,
"CAN","GDP","TOT","MLN_USD","A","1996",712130.958,
"CAN","GDP","TOT","MLN_USD","A","1997",755416.033,
"CAN","GDP","TOT","MLN_USD","A","1998",793682.05,
"CAN","GDP","TOT","MLN_USD","A","1999",846421.343,
"CAN","GDP","TOT","MLN_USD","A","2000",901003.29,
"CAN","GDP","TOT","MLN_USD","A","2001",937793.044,
"CAN","GDP","TOT","MLN_USD","A","2002",971009.088,
"CAN","GDP","TOT","MLN_USD","A","2003",1023686.549,
"CAN","GDP","TOT","MLN_USD","A","2004",1083615.23,
"CAN","GDP","TOT","MLN_USD","A","2005",1171340.162,
"CAN","GDP","TOT","MLN_USD","A","2006",1241618.911,
"CAN","GDP","TOT","MLN_USD","A","2007",1301593.852,
"CAN","GDP","TOT","MLN_USD","A","2008",1342396.613,
"CAN","GDP","TOT","MLN_USD","A","2009",1307000.658,
"CAN","GDP","TOT","MLN_USD","A","2010",1363578.975,
"CAN","GDP","TOT","MLN_USD","A","2011",1430807.125,
"CAN","GDP","TOT","MLN_USD","A","2012",1468094.965,
"CAN","GDP","TOT","MLN_USD","A","2013",1554122.745,
"CAN","GDP","TOT","MLN_USD","A","2014",1621396.709,
"CAN","GDP","TOT","MLN_USD","A","2015",1594850.842,
"CAN","GDP","TOT","MLN_USD","A","2016",1678093.396,
"CAN","GDP","TOT","MLN_USD","A","2017",1765763.154,
"CAN","GDP","TOT","MLN_USD","A","2018",1835126.932,
"CAN","GDP","TOT","MLN_USD","A","2019",1836363.754,
"CAN","GDP","TOT","MLN_USD","A","2020",1750192.333,
"CAN","GDP","TOT","USD_CAP","A","1970",4590.894787,
"CAN","GDP","TOT","USD_CAP","A","1971",4950.765082,
"CAN","GDP","TOT","USD_CAP","A","1972",5386.444197,
"CAN","GDP","TOT","USD_CAP","A","1973",5996.234615,
"CAN","GDP","TOT","USD_CAP","A","1974",6656.633762,
"CAN","GDP","TOT","USD_CAP","A","1975",7272.57446,
"CAN","GDP","TOT","USD_CAP","A","1976",8017.674279,
"CAN","GDP","TOT","USD_CAP","A","1977",8706.146837,
"CAN","GDP","TOT","USD_CAP","A","1978",9566.069449,
"CAN","GDP","TOT","USD_CAP","A","1979",10638.380124,
"CAN","GDP","TOT","USD_CAP","A","1980",11697.55349,
"CAN","GDP","TOT","USD_CAP","A","1981",13086.821695,
"CAN","GDP","TOT","USD_CAP","A","1982",13293.393286,
"CAN","GDP","TOT","USD_CAP","A","1983",14034.005498,
"CAN","GDP","TOT","USD_CAP","A","1984",15254.727065,
"CAN","GDP","TOT","USD_CAP","A","1985",16332.753021,
"CAN","GDP","TOT","USD_CAP","A","1986",16850.728641,
"CAN","GDP","TOT","USD_CAP","A","1987",17735.380147,
"CAN","GDP","TOT","USD_CAP","A","1988",18923.753758,
"CAN","GDP","TOT","USD_CAP","A","1989",19763.483902,
"CAN","GDP","TOT","USD_CAP","A","1990",20229.752821,
"CAN","GDP","TOT","USD_CAP","A","1991",20224.680598,
"CAN","GDP","TOT","USD_CAP","A","1992",20626.208981,
"CAN","GDP","TOT","USD_CAP","A","1993",21440.052546,
"CAN","GDP","TOT","USD_CAP","A","1994",22632.831273,
"CAN","GDP","TOT","USD_CAP","A","1995",23485.643444,
"CAN","GDP","TOT","USD_CAP","A","1996",24050.176142,
"CAN","GDP","TOT","USD_CAP","A","1997",25259.725362,
"CAN","GDP","TOT","USD_CAP","A","1998",26319.930258,
"CAN","GDP","TOT","USD_CAP","A","1999",27841.629576,
"CAN","GDP","TOT","USD_CAP","A","2000",29362.289573,
"CAN","GDP","TOT","USD_CAP","A","2001",30231.005032,
"CAN","GDP","TOT","USD_CAP","A","2002",30963.222007,
"CAN","GDP","TOT","USD_CAP","A","2003",32350.070882,
"CAN","GDP","TOT","USD_CAP","A","2004",33925.89256,
"CAN","GDP","TOT","USD_CAP","A","2005",36327.662059,
"CAN","GDP","TOT","USD_CAP","A","2006",38120.176792,
"CAN","GDP","TOT","USD_CAP","A","2007",39575.324973,
"CAN","GDP","TOT","USD_CAP","A","2008",40376.330167,
"CAN","GDP","TOT","USD_CAP","A","2009",38865.406022,
"CAN","GDP","TOT","USD_CAP","A","2010",40099.497886,
"CAN","GDP","TOT","USD_CAP","A","2011",41666.718851,
"CAN","GDP","TOT","USD_CAP","A","2012",42290.879082,
"CAN","GDP","TOT","USD_CAP","A","2013",44298.514462,
"CAN","GDP","TOT","USD_CAP","A","2014",45753.782936,
"CAN","GDP","TOT","USD_CAP","A","2015",44670.054374,
